회사이름,회사설명,회사URL,설명,두 번째 P 요소 텍스트,첫 번째 Span 요소 텍스트,두 번째 Span 요소 텍스트
㈜경우시스테크,2024년 상반기 부문별 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44014181?rPageCode=SL&logpath=21,"정보통신, 회로설계, 전자통신, 펌웨어, 회로설계, 시장조사, 임베디드, 정보통신, 데이터분석, 납품영업, 솔루션, 펌웨어, 회로설계, PL, 시스템설계, 회로설계, sdk, 납품, 임베디드, 전기·전자, 제안·컨설팅, PM, SI, 단말기, 3D설계, 납품, 통신설비, 구매계약, 펌웨어, 앱기획, UI·UX기획, 문서작성, 산업차량, 콘텐츠기획, SW, 리눅스, 산업안전, 건설장비, 배송기사, 콘텐츠기획, 디스플레이, 스토리보드, 자재구매, 펌웨어, 납품기사, 브랜드기획, 전략기획, 정보보안, 정보통신, 서무, 문서관리, 자재구매, 2D설계, PO, 서비스기획, 회로, 소프트웨어개발, 전산입력, 클러스터, 시장분석, 회로설계, 데이터분석",주임~대리급 외,점프업,~03/01(금)
㈜맥스트,"[Metaverse] 게임 서버, 프론트엔드 개발자 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/43918296?rPageCode=SL&logpath=21,"모바일앱개발, 솔루션, 소프트웨어개발",,점프업,~03/31(일)
㈜맥스트,"[솔루션] 프론트엔드, 백엔드 개발자 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/43918491?rPageCode=SL&logpath=21,"모바일앱개발, 소프트웨어개발, 솔루션",,점프업,~03/31(일)
리딩포인트㈜,사업관리[신입] 부문 직원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/43983828?rPageCode=SL&logpath=21,"스토리지, 전산입력, 거래처관리, 유지보수, 유지보수, 문서관리, 신사업기획, 시스템운영, SI, 데이터분석, 하드웨어, 사업기획, 서버구축, 거래선개발관리, 문서작성, 문서작성, 전략기획, 데이터분석, 문서관리, 컴퓨터, 서버관리, 고객관리, 기술지원, 기술지원, 유지보수",,점프업,~02/29(목)
테크노빌리지㈜,테크노빌리지㈜ 각 부문 신입 및 경력사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44010204?rPageCode=SL&logpath=21,"견적, 홈네트워크, SI, 공사관리, 통신, 사업기획, 경영기획, 문서작성, 통계·분석, 자료조사, 문서관리, 행정, 문서관리, 문서작성, 전산입력, 4대보험, 결산, 관리회계, 더존, 법인결산, 부가세신고, 전산회계, ERP운용, 4대보험, 결산, 급여관리, 결산, 재무회계, 회계감사, 기술지원, 거래선개발관리, 거래처관리, 고객관리, 매출관리, 회로설계, 회로설계, 무선통신, 정보통신",,점프업,~03/17(일)
㈜온브랜딩,시스템 엔지니어 경력직 직원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44017938?rPageCode=SL&logpath=21,"네트워크관리, 유지보수, 네트워크보안, 유지보수, 시스템분석, 시스템운영, 통신설비, 정보보안, 서버구축, 시스템분석, 보안소프트웨어, 정보통신, 시스템설계, 서버관리, 네트워크관리, 보안컨설팅, 기술지원, 정보보안",사원급 외,점프업,~03/18(월)
헥사곤지엠아이 주식회사,"[국비지원]K-Move스쿨 일본(IT, 공항지상직, 개발엔지니어) 및 베트남(생산품질,무역) 연수생 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/43953763?rPageCode=SL&logpath=21,"생산관리, 공항지상직",,점프업,~04/07(일)
하이브비젼,2024년 신입/경력 모집공고 - ㈜하이브비젼,https://www.jobkorea.co.kr/Recruit/GI_Read/43922531?rPageCode=SL&logpath=21,"기구설계, 반도체장비, 솔루션, 기술영업, 반도체, 결산, 시스템설계, 기술지원",,점프업,~03/03(일)
㈜텔레칩스,2024 텔레칩스 경력직 봄 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44017903?rPageCode=SL&logpath=21,"생산관리, 품질보증, 시스템설계, PM, 시스템분석, 콘텐츠기획, 브랜드기획, 전략기획, 연구기획, 기술지원",,점프업,~03/07(목)
㈜어스빌리지,어스빌리지 프론트엔드 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/43867961?rPageCode=SL&logpath=21,"웹표준·웹접근성, SEO, JavaScript, Typescript, figma, XD, React, Webpack, 컨텐츠, ECMAscript 6, Bundler, GIT, 소셜네트워크서비스(SNS), 커뮤니티, react native, i18n, Rest API, Browser, Next.js, 포털, Firebase",,30분 전 수정,~03/26(화)
㈜로완,QA팀(경력직) 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44044993?rPageCode=SL&logpath=21,"소프트웨어개발, 검증, 테스터",,32분 전 수정,~04/20(토)
㈜유니베이아이엔씨,[금융프로젝트]PM/웹프로그래머/모바일 개발 경력자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44045003?rPageCode=SL&logpath=21,"SI, 소프트웨어개발",,32분 전 수정,~03/21(목)
㈜큐드,[평촌/연4000만] 차량 제품 SW 검증,https://www.jobkorea.co.kr/Recruit/GI_Read/43915022?rPageCode=SL&logpath=21,"품질테스트, 검증, 소프트웨어개발",,34분 전 수정,~03/02(토)
㈜원영전자,윈도우 응용 프로그램 개발 경력자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44044970?rPageCode=SL&logpath=21,"클라이언트, SI개발, 시스템설계",과장~차장급 외,35분 전 수정,~03/21(목)
㈜아이클루바이오,분석 장치 구동 소프트웨어 엔지니어 정규직 채용 (신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/43988238?rPageCode=SL&logpath=21,"바이오, 제약, 생명공학",팀원,점프업,~03/15(금)
스테이엔조이㈜,여행 플랫폼 (UX/UI) 디자인 / 웹퍼블리셔,https://www.jobkorea.co.kr/Recruit/GI_Read/44044855?rPageCode=SL&logpath=21,"관광, 웹표준·웹접근성, UI·UX기획, GUI, GUI, 모바일디자인, 모바일디자인, 반응형웹, 여행사, 웹마스터, GUI, UI·UX기획, 여행상품안내·상담",주임~대리급 외,39분 전 수정,~03/21(목)
경동물류,2024년 경동그룹 신입&경력 사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44018114?rPageCode=SL&logpath=21,"결산, 문서작성, 수행기사, 데이터관리, 컴플라이언스, 고객경험관리, 거래처관리, 기술지원, 안드로이드, 재무회계, 행정, 자료조사, 삽화·일러스트, 영업기획, 문서관리, 물류센터, 스마트폰, 폰트디자인, 교재디자인, 시설점검, 자금관리, 시스템운영, 데이터마이닝, 영업전략, 전화상담, A·S수리, 가맹점관리, 대리점관리, 정보디자인, 고객지원, 모바일App, 배차, 서버구축, 단순안내, 거래선개발관리, 네트워크관리, 문서작성, 문서작성, 재무기획, 지게차운전, 매출관리, 보안, 산업안전, 아이폰, 거래처관리, 경비, 교통관제, 모바일, 배차, 사내변호사, 인사행정, 납품영업, 문서관리, 북디자인, 서버구축, 외자구매, 운전기사, 인사기획, 자산관리, 자재구매, 자산관리, 서버관리, 고객관리, 네트워크관리, 문서관리, 소송·민사·등기, 입출금관리, 자동차정비, 전산입력, 가맹영업, 인사교육",,점프업,~03/04(월)
㈜하나금융티아이,2024년 하나금융TI 경력사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44003080?rPageCode=SL&logpath=21,"네트워크관리, OLAP개발자, 데이터관리, 펌웨어, 솔루션, DBMS, 시스템운영, 데이터마이닝, 시스템운영, SI개발, 방화벽, 서버구축, 시스템분석, 네트워크관리, 보안관제, 시스템설계, 클라우드개발자, 네트워크관리, 모델링, 정보보안, 서버구축, 핀테크, DW모델러, 서버관리, 암호화폐, 네트워크관리, 소프트웨어개발, DB튜닝",,점프업,~02/29(목)
GS네오텍㈜,"GS네오텍㈜ IT/경영기획 경력,신입사원 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/43956128?rPageCode=SL&logpath=21,"소프트웨어개발, 솔루션, 서버관리, 클라이언트, HTTP, 빅데이터, 데이터레이크, 데이터파이프라인, 데이터분석, 데이터시각화, 네트워크관리, 보안관제, 정보보안, 정보보안, 네트워크관리, 클라우드개발자, 클라우드아키텍트, 솔루션스아키텍트, 기술영업, 네트워크영업, 시스템영업",,점프업,~02/29(목)
㈜케이티,2024년 KT 디지털혁신 분야 우수인재 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44012216?rPageCode=SL&logpath=21,"네트웍구축, 텔레콤, 통신, VoIP, 모바일, 모바일App, 무선통신, 사업기획, 브랜드기획, 신사업기획, 전략기획, 서버관리, GUI, 반응형웹, 시스템설계, 시스템운영, 펌웨어, 서버관리, 네트워크관리, 시스템운영, 데이터마이닝, OLAP개발자, 데이터관리, DBMS, DB튜닝, 빅데이터, 데이터레이크, ETL, BI, 데이터분석, 데이터시각화, 분석모델링, 네트워크관리, 보안관제, 정보보안, 시스템분석, 시스템설계, 정보보안, 클라이언트, 펌웨어, 모델링, 딥러닝, 자연어처리(NLP), 음성인식, 이미지프로세싱, 인공지능, 챗봇, 네트워크관리, 클라우드개발자, 클라우드아키텍트, 솔루션스아키텍트, GUI, 반응형웹, 웹표준·웹접근성, 거래처관리, 기술영업, 거래선개발관리, 거래처관리, 고객관리, 데이터분석, 정보통신·IT, R&D",,점프업,~03/03(일)
이지미디어,웹/모바일 JAVA 개발자 경력직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/43983297?rPageCode=SL&logpath=21,"웹프로그래머, Java, 백엔드, 자바, 프론트엔드, 이지미디어, 웹에이전시, 서버관리, 클라이언트, 핀테크, HTTP, SI개발, GUI, 반응형웹, 인터페이스, 증강현실, SI개발, 시스템분석, 시스템설계, 시스템분석, 시스템설계, 클라우드개발자, 클라우드아키텍트, 웹마스터",사원급 외,점프업,~02/29(목)
㈜글로벌인,[2024 일본취업] 일본 호텔 / 서비스 취업 연계,https://www.jobkorea.co.kr/Recruit/GI_Read/44031563?rPageCode=SL&logpath=21,"호텔리어, 솔루션영업, 호텔사무, 어플리케이션, SE, 리조트, 데이터분석가, 모바일앱개발, 모바일App, 시스템운영, 서버관리, 정보통신·IT, NET, 서버구축, 웹프로그래머, 컨시어지, 모바일디자인, 면세점, 웹마스터, 공항지상직, 호텔, 서버개발, 홀매니저, 솔루션스아키텍트, 데이터베이스, 일본어학원, IT학원, 서버구축, 캐셔, Java, 서버관리, 국비지원, 벨맨, 프런트, 항공사무",,점프업,내일마감
㈜픽스다인웨이메이커,㈜픽스다인 웨이메이커 2024 상반기 경력사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44025650?rPageCode=SL&logpath=21,"CSS, HTML, UI·UX디자인, 솔루션, SI, 웹에이전시, 서비스기획, 제안·컨설팅, 데이터분석, 앱기획, 콘텐츠기획, UI·UX기획, PM, PL, 웹마스터, GUI, 반응형웹, 웹표준·웹접근성, 디지털디자인, 디지털디자인, CI, 브랜드디자인, 디지털디자인, 전단지디자인, 정보디자인, GUI, 모바일디자인, UI·UX기획, GUI, 모바일디자인, UI·UX기획",,점프업,~03/21(목)
㈜컴퓨존,PHP웹개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44017592?rPageCode=SL&logpath=21,"쇼핑몰, 오픈마켓, 전자상거래, B2C, 서버관리, SI개발, GUI, 반응형웹, 인터페이스, 시스템분석, 시스템설계, SI개발",,점프업,~02/29(목)
두성종이㈜,2024년 상반기 공개채용(영업/영업지원/전산/투자),https://www.jobkorea.co.kr/Recruit/GI_Read/43999137?rPageCode=SL&logpath=21,"CI, 거래처관리, 수출입계약, 검증, 해상무역, 영업기획, 테스터, 투자상담·자문, 시스템설계, 해외마케팅, 수출입관리, 수출입계약, 중국어, 통관, CG, 영업전략, 시스템운영, 2D디자인, 방화벽, 상품입출고, 영어, 국제무역, 거래선개발관리, 네트워크관리, 투자상담·자문, 매출관리, 무역중개인, 보안관제, 시스템분석, 애니메이션, 네트워크관리, 디지털디자인, 원화디자인, 정보보안, 상사, 서버구축, 외주관리, 투자심사, 바이어개발, 아바타디자인, 오더관리, POP, 삽화·일러스트, 검증, 모션그래픽, 일본어",,점프업,모레마감
㈜소만사,악성코드분석 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/44033422?rPageCode=SL&logpath=21,"악성코드, 네트워크보안, 시스템분석, 정보보안, 클라이언트, EDR, 보안소프트웨어, 정보보안, VPN, 클라이언트, 백신, HTTP, 해킹, 리버스엔지니어링, 악성코드분석, 정보보안, 패킷",,점프업,~02/29(목)
한솔모두의봄㈜,[한솔그룹 계열사] 한솔모두의봄 프로젝트 수주 / IT개발 채용공고,https://www.jobkorea.co.kr/Recruit/GI_Read/44031195?rPageCode=SL&logpath=21,"네트워크관리, 시공관리, GUI, OLAP개발자, 데이터관리, 웹표준·웹접근성, 거래처관리, GUI, SI개발, 리모델링 현장 견적 산출, 리모델링, DBMS, 건축시공, 시공관리, 시스템설계, 회로설계, 시스템분석, 데이터마이닝, 서버관리, 가맹점관리, 시스템운영, 정보보안, SI개발, 반응형웹, SI개발, 거래선개발관리, 네트워크관리, 웹마스터, 인테리어, 클라이언트, SI개발, 리노베이션, 시스템분석, 현장감리, 인터페이스, 솔루션스아키텍트, 고객상담, 펌웨어, 클라우드개발자, 모델링, 시공관리, 아키텍처, 클라이언트, 현장공사, 서버구축, 시스템설계, 반응형웹, DW모델러, HTTP, 서버관리, 클라우드아키텍트, 핀테크, 고객관리, 시공감리, 리모델링 현장 실측, DB튜닝",,점프업,~03/21(목)
㈜더큰정보기술,react java 개발자 구인 (솔루션개발/중급이상/즉시),https://www.jobkorea.co.kr/Recruit/GI_Read/44044899?rPageCode=SL&logpath=21,"SI, 소프트웨어개발",,40분 전 수정,모레마감
에이젠글로벌,[에이젠글로벌] ML Engineer,https://www.jobkorea.co.kr/Recruit/GI_Read/44044763?rPageCode=SL&logpath=21,"솔루션, 딥러닝, 인공지능, 모델링, 소프트웨어개발",,40분 전 수정,~04/20(토)
㈜한샘디지텍,[신입/경력] 각 부문 (조리장/영업주문관리/영업마케팅/라우터/품질관리) 정규직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44016701?rPageCode=SL&logpath=21,"메뉴개발, 메카트로닉스, 생산기술, 전산입력, PCB, 사이트관리, 거래처관리, 기구설계, 펌웨어, 회로설계, CAM, 제어·설계, 검증, 메뉴개발, 유지보수, 임베디드, 품질보증, A·S수리, 기술지원, 생산관리, 영업기획, 유지보수, 전자, 펌웨어, 품질보증, 회로설계, 행정, 검증, 메뉴개발, 문서관리, 시스템설계, 회로설계, PCB, 시스템운영, PCB, 기계조작, 영업전략, 가맹점관리, 대리점관리, 메뉴개발, 사이트관리, 설치, 시스템분석, 자동제어, 펌웨어, PCB, 자동화라인, 거래선개발관리, 금형설계, 메카트로닉스, 문서작성, 문서작성, ISO, 단체급식, 단체급식, 매출관리, 시스템분석, 시스템설계, 자동제어, 제어·설계, 펌웨어, 데이터분석, 자동화라인, 단체급식, PLC, 문서관리, 설치, 자산관리, 제품개발, CAM, ISO, 품질테스트, 전기, 회로설계, 고객관리, 생산기술, 유지보수, 전산입력, 공정개발, 기계조작, 기술지원, 회로설계, 식단관리",,점프업,~03/04(월)
㈜케이씨엠에스,잠실 공공기관 시스템 유지보수 Java 경험자를 모집 합니다. (k07),https://www.jobkorea.co.kr/Recruit/GI_Read/44044883?rPageCode=SL&logpath=21,SM,,41분 전 수정,모레마감
㈜파인에스디,은행 시스템 리뉴얼 및 FDS 구축 PM 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/44044867?rPageCode=SL&logpath=21,"SM, 솔루션, SI, SI개발, 소프트웨어개발",부장급,42분 전 수정,내일마감
24시컴퓨터수리,[춘천/원주]컴퓨터소프트웨어엔지니어모집[재택근무],https://www.jobkorea.co.kr/Recruit/GI_Read/44044849?rPageCode=SL&logpath=21,"하드웨어, 컴퓨터, AS, 유지보수",,43분 전 수정,내일마감
㈜티엔케이에이아이,딥러닝 / 머신러닝 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44044839?rPageCode=SL&logpath=21,"BigData, 빅데이터, 솔루션, 딥러닝, 인공지능, 소프트웨어개발",주임~대리급 외,44분 전 수정,~03/21(목)
C&C KOREA,보험업무 (개발 및 운영 경험자) 초상 구인,https://www.jobkorea.co.kr/Recruit/GI_Read/44034894?rPageCode=SL&logpath=21,"SM, 보험업무 경험자, 장기 운영가능자",,45분 전 수정,~02/23(금)
C&C KOREA,S 전자 ABAP 개발자 고급 구인,https://www.jobkorea.co.kr/Recruit/GI_Read/44035213?rPageCode=SL&logpath=21,"SI, ABAP, 소프트웨어개발",,46분 전 수정,~02/23(금)
㈜예스텍,포스(POS)/신용카드단말기 관리사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44044773?rPageCode=SL&logpath=21,"가맹점관리, POS",사원급,48분 전 수정,~03/21(목)
